"fysiekePlaatUri","fysiekePlaatNameNL","fysiekePlaatNameEN","fysiekePlaatDefinition","svg","parentFysiekePlaatUri","parentFysiekePlaatNaam"
"https://data.crow.nl/imv-standaard-platen/def/443f270d-9cd5-4cae-b3d5-2387983dda4b","E12","E12","Een rechthoekig verkeersbord met een blauw achtergrondschild en daarop bord E12, park and ride.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_E12-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/3e2920f1-30af-4e28-aab5-13e7f4340287","E10-ZH-Sleep","E10-ZH-tow-away","Een rechthoekig wit verkeersbord met daarop de aanduiding Zone en bord E10  zone parkeerschijf met de maximale parkeertijd, een afbeelding van een auto die wordt weggesleept en de tekst herhaling.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_E10_ZH_SLEEP-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/b7518fca-759d-4fe6-b211-215b16dadfdc","C22C","C22C","Een rond verkeersbord met een rood achtergrondschild met daarop verkeersbord C22c Gesloten voor bedrijfs- en vrachtauto’s vanwege nul-emissiezone.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_C22_C-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/66c1db73-a267-4364-8d96-6686a6827c30","F02","F02","Een rond verkeersbord met een wit achtergrondschild en daarop bord F2, einde verbod voor motorvoertuigen om elkaar onderling in te halen.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_F02-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/4c66a546-49a8-4e42-a7ce-0c3e1d2e3a4d","G08","G08","Een rond verkeersbord met een blauw achtergrondschild en daarop bord G8, einde voetpad.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_G08-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/255cdc85-44ad-417e-bb91-4090462bfe8d","A01-060-ZH","A01-060-ZH","Een vierkant verkeersbord met een wit achtergrondschild met daarop de tekst Zone, een A1 snelheidsbord voor 60 km/h en de tekst Herhaling","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_A01_060_ZH-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/4cc2468e-c5dd-4154-98ac-8de115db3d7c","A01-100-S","A01-100-S","Een vierkant verkeersbord met een zwart achtergrondschild met daarop een A1 snelheidsbord voor 100 km/h","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_A01_100_S-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/fd566a90-90dc-432a-893b-f1ff8211bc8c","A05-060","A05-060","Een rechthoekig verkeersbord met een blauw achtergrondschild met daarop een A5 einde snelheidsbord voor 60 km/h","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_A05_060-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/f41e09e8-e6bb-48eb-859d-316e897aa33d","A02-100","A02-100","Een rond verkeersbord met een wit achtergrondschild met daarop een A2 einde snelheidsbord voor 100 km/h","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_A02_100-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/752064a8-b344-496c-af46-c6054e8f0dbc","E01-ZB-TIJD","E01-ZB-TIME","Een vierkant verkeersbord met een wit achtergrondschild met daarop de tekst Zone, een E1 bord Parkeerverbod en de uren van de dag waartussen dit gebod geldig is.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_E01_ZB_TIJD-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/e04e24c4-8686-42ac-b8bd-9904822a4099","J15","J15","Een driehoekig verkeersbord met een rood achtergrondschild en daarop bord J15, beweegbare brug.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_J15-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/a96b7118-489f-44cf-8194-8103177c95e0","E02-ZE","E02-ZE","Een vierkant verkeersbord met een wit achtergrondschild met daarop een grijskleurig E2 bord Verbod stil te staan en de aanduiding Zone Einde.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_E02_ZE-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/124f5372-376e-4cc5-b4c9-39904ae451d5","A04-050-F","A04-050-F","Een rechthoekig verkeersbord met een geel achtergrondschild met daarop een A4  snelheidsbord voor 50 km/h","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_A04_050_F-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/a0a576ed-9839-4898-b464-8d9b375b747e","A02-090","A02-090","Een rond verkeersbord met een wit achtergrondschild met daarop een A2 einde snelheidsbord voor 90 km/h","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_A02_090-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/4b1642b7-154e-42f5-85cb-e4df5b0e10ac","E08d","E08d","Een vierkant verkeersbord met een blauw achtergrondschild met daarop een bord Parkeren voor bussen en vrachtauto's.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_E08D-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/55fb159b-7a60-43ee-966c-a551c130dac3","F12","F12","Een rond verkeersbord met een blauw achtergrondschild en daarop bord F12, einde verplicht gebruik passeerbaan of passeerstrook, uitsluitend bestemd voor landbouw- en bosbouwtrekkers, motorrijtuigen met beperkte snelheid en mobiele machines.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_F12-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/b52ffcd5-231f-4368-9ae8-287bab982738","E03-ZH","E03-ZH","Een vierkant verkeersbord met een wit achtergrondschild met daarop de tekst Zone, een E3 bord Verbod fietsen en bromfietsen te plaatsen en de tekst Herhaling.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_E03_ZH-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/2907cf6a-808e-48d2-9c9f-2ae4fe6e664b","A01-070-S","A01-070-S","Een vierkant verkeersbord met een zwart achtergrondschild met daarop een A1 snelheidsbord voor 70 km/h","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_A01_070_S-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/1469692b-4313-4b5a-87e7-2e4163631176","C19","C19","Een rond verkeersbord met een rood achtergrondschild met daarop een C19 bord gesloten voor voertuigen die, met inbegrip van de lading, hoger zijn dan op het bord is aangegeven.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_C19-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/500fc42c-e5a1-412b-91ad-822431eec2c8","A02-015","A02-015","Een rond verkeersbord met een wit achtergrondschild met daarop een A2 einde snelheidsbord voor 15 km/h","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_A02_015-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/9b6d8ed6-50a8-49a2-ba09-80713fcd3ff1","J04","J04","Een driehoekig verkeersbord met een rood achtergrondschild en daarop bord J4, S-bocht(en), eerst naar rechts.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_J04-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/e4824185-73a6-419c-902c-7f69aae80321","E08f","E08F","Een vierkant verkeersbord met een blauw achtergrondschild met daarop een bord Parkeren voor bussen.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_E08F-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/3b479dbe-9faa-47ef-9089-807a2b3996d6","E01-ZH-TIJD","E01-ZH-TIME","Een vierkant verkeersbord met een wit achtergrondschild met daarop de tekst Zone, een E1 bord Parkeerverbod, de tekst Herhaling en de uren van de dag waartussen dit gebod geldig is.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_E01_ZH_TIJD-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/6483862f-5d38-4b67-80c5-52050d60f095","A02-060","A02-060","Een rond verkeersbord met een wit achtergrondschild met daarop een A2 einde snelheidsbord voor 60 km/h","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_A02_060-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/7c693825-6425-4cb7-88a7-87802ed63217","E08j","E08j","Een vierkant verkeersbord met een blauw achtergrondschild met daarop een bord Parkeren voor fietsen.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_E08J-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/e6536e9a-d8e4-4034-b725-90f6e3e033bb","J06","J06","Een driehoekig verkeersbord met een rood achtergrondschild en daarop bord J6, steile helling.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_J06-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/7d0930d8-bc65-4196-9a38-61f8d09e4b0d","B01","B01","Een vierkant verkeersbord met een zwart achtergrondschild met daarop een B1 voorrangsbord.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_B01-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/c78e8608-0a15-41d1-acd2-6bdfc216255d","C22A5","C22A5","Een vierkant verkeersbord met een wit achtergrondschild  met daarop het onderbord 5 bij bord C22a: milieuzone toegankelijk voor vrachtauto’s emissieklasse 6.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_C22_A5-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/d327c0de-6b0b-4a6a-9dc7-df393d127ef5","J01","J01","Een driehoekig verkeersbord met een rood achtergrondschild en daarop bord J1, slecht wegdek.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_J01-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/38f11de0-f412-4079-9320-0579761da41b","E08","E08","Een vierkant verkeersbord met een blauw achtergrondschild met daarop bord E8 Parkeergelegenheid alleen bestemd voor de voertuigcategorie of groep voertuigen die op het bord is aangegeven.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_E08-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/7503f9e5-cfa3-4823-98e9-385f9c7ec183","C05","C05","Een rechthoekig verkeersbord met een blauw achtergrondschild met daarop een C5 bord voor tweerichtingsverkeer.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_C05-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/c635d735-527a-47c6-9775-f34619388340","C21","C21","Een rond verkeersbord met een rood achtergrondschild met daarop een C21 bord 	
gesloten voor voertuigen en samenstellen van voertuigen, waarvan de totaalmassa of de som van de aslasten hoger is dan op het bord is aangegeven.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_C21-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/df446ae7-1227-4c08-93c3-c4bf07e8cb8f","J25","J25","Een driehoekig verkeersbord met een rood achtergrondschild en daarop bord J25, losliggende stenen.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_J25-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/ee499ff2-c4c6-4b54-bccb-76a482e9da99","C20","C20","Een rond verkeersbord met een rood achtergrondschild met daarop een C20 bord 	
gesloten voor voertuigen waarvan de aslast hoger is dan op het bord is aangegeven.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_C20-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/bb481ebf-c65c-4583-9ba9-c4c58121751f","E08q","E08q","Een vierkant verkeersbord met een blauw achtergrondschild met daarop een bord Parkeren voor gehandicaptenvoertuigen.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_E08Q-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/e1ee4178-9c5b-4344-bd2b-9ae78269d7e8","E03-ZB","E03-ZB","Een vierkant verkeersbord met een wit achtergrondschild met daarop de tekst Zone en een E3 bord Verbod fietsen en bromfietsen te plaatsen.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_E03_ZB-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/81452ba5-9a67-4c88-834c-6400044e8f15","C23-01","C23-01","Een vierkant verkeersbord met een blauw achtergrondschild met daarop  bord C23-01 Spitsstrook open.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_C23_01-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/ac35d2bf-9653-43ef-bd75-317446bd200d","C22A2","C22A2","Een vierkant verkeersbord met een wit achtergrondschild  met daarop het onderbord 2 bij bord C22a: milieuzone toegankelijk voor personen- en bedrijfsauto’s emissieklasse 4 tot en met 6.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_C22_A2-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/75f960c8-a6e4-4efb-b6ac-30db0af31cb4","J19","J19","Een driehoekig verkeersbord met een rood achtergrondschild en daarop bord J19, rijbaanversmalling links.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_J19-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
"https://data.crow.nl/imv-standaard-platen/def/eadba30e-d70a-436a-8b0d-bc8abf74dc27","G13","G13","Een rechthoekig verkeersbord met een blauw achtergrondschild en daarop bord G13, onverplicht fietspad.","https://raw.githubusercontent.com/nl-digigo/NLCS/1b85445d40c86ab5eea2aaeffc71694da8e5fbe9/symbolen/concept/5.1/svg/SVW-VERKEERSTEKEN_BORD_G13-SO.svg","https://data.crow.nl/imv-standaard-platen/def/534a5ba5-6882-40db-8ac2-325d4465667d","FysiekePlaat"
