rvvCode; blackCode; zoneCode; textSigns;;;;;;Naam; Snelheid;Zonebord;Soort onderbord;atrtribuutnaam 1;Waarde onderbord 1;atrtribuutnaam 2;Waarde onderbord 2
A1(Zone);30;;ma t/m za 12 - 24h;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;ma t/m za 12 - 24h;;
A1(Zone);30;;ma t/m za 6-19h uitgezonderd laden en lossen 6-11h en 16-18h;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;ma t/m za 6-19h uitgezonderd laden en lossen 6-11h en 16-18h;;
A2(Zone);30;;ma t/m za 8.00-18.00 h;;;;;;A2;30;Zone;Tijdstipaanduiding;Starttijd;ma t/m za 8.00-18.00 h;;
A1(Zone);30;;ma t/m za 9-18 u vr 9-21 u;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;ma t/m za 9-18 u vr 9-21 u;;
A1(Zone);30;;ma t/m za 9-18h;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;ma t/m za 9-18h;;
A1(Zone);30;;ma t/m za 9-18h donderdag 9-21h;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;ma t/m za 9-18h donderdag 9-21h;;
A1(Zone);30;;Ma t/m za 9-21h;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;Ma t/m za 9-21h;;
A2(Zone);30;;ma t/m za 9-21h zondag 12-18h;;;;;;A2;30;Zone;Tijdstipaanduiding;Starttijd;ma t/m za 9-21h zondag 12-18h;;
A1(Zone);30;;ma t/m za van 08.00 tot 18.00 h;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;ma t/m za van 08.00 tot 18.00 h;;
A1(Zone);30;;ma t/m zo. 18.00-06.00h;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;ma t/m zo. 18.00-06.00h;;
A2(Zone);30;;ma tot en met za 08.00-22.00 h max. parkeerduur 4h;;;;;;A2;30;Zone;Parkeerinstructie;Omschrijving;ma tot en met za 08.00-22.00 h max. parkeerduur 4h;;
A1(Zone);60;;ma. t/ m vr. 18-8h za./zo. 0-24 h;;;;;;A1;60;Zone;Tijdstipaanduiding;Starttijd;ma. t/ m vr. 18-8h za./zo. 0-24 h;;
A1(Zone);30;;ma. t/m vr. 08.30 - 09.00 h 11.30 - 13.30 h 15.00 - 15.30 h.;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;ma. t/m vr. 08.30 - 09.00 h 11.30 - 13.30 h 15.00 - 15.30 h.;;
A1(Zone);30;;ma. t/m vr. 18-8 h zaÃ§/zo.0-24 h;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;ma. t/m vr. 18-8 h zaÃ§/zo.0-24 h;;
A1(Zone);60;;ma. t/m vr. 18-8 h zaÃ§/zo.0-24 h;;;;;;A1;60;Zone;Tijdstipaanduiding;Starttijd;ma. t/m vr. 18-8 h zaÃ§/zo.0-24 h;;
A1(Zone);30;;ma. t/m vr. 18-8h za/ za 0-24h;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;ma. t/m vr. 18-8h za/ za 0-24h;;
A1(Zone);30;;ma. t/m vr. 18-8h za/ zo 0-24 h;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;ma. t/m vr. 18-8h za/ zo 0-24 h;;
A1(Zone);60;;ma. t/m vr. 18-8h za/ zo 0-24 h;;;;;;A1;60;Zone;Tijdstipaanduiding;Starttijd;ma. t/m vr. 18-8h za/ zo 0-24 h;;
A1(Zone);30;;ma. t/m vr. 18-8h za/ zo 0-24h;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;ma. t/m vr. 18-8h za/ zo 0-24h;;
A2(Zone);30;;ma. t/m vr. 9.00-19.30 h;;;;;;A2;30;Zone;Tijdstipaanduiding;Starttijd;ma. t/m vr. 9.00-19.30 h;;
A1(Zone);30;;ma. t/m za. 08.00-19.00 h;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;ma. t/m za. 08.00-19.00 h;;
A1(Zone);30;;ma. t/m za. 09.00-20.30 h;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;ma. t/m za. 09.00-20.30 h;;
A1(Zone);30;;ma. t/m za. 09-18h vr. 18-21h;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;ma. t/m za. 09-18h vr. 18-21h;;
A1(Zone);30;;ma. t/m za. 8.00-18.00 uur donderdag tot 21.00 uur overige tijden betaald parkeren;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;ma. t/m za. 8.00-18.00 uur donderdag tot 21.00 uur overige tijden betaald parkeren;;
A1(Zone);30;;ma. t/m za. 9.00-19.30 h;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;ma. t/m za. 9.00-19.30 h;;
A1(Zone);30;;ma. t/m za. 9.00-21.00 uur;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;ma. t/m za. 9.00-21.00 uur;;
A1(Zone);30;;ma. t/m za. van 9.00 - 18.00 uur vr. tot 21.00 uur;4 m;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;ma. t/m za. van 9.00 - 18.00 uur vr. tot 21.00 uur;;
A1(Zone);30;;ma.t/m. vr.18-8h za./ zo.0-24h;4 m;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;ma.t/m. vr.18-8h za./ zo.0-24h;;
A1(Zone);60;;ma.t/m. vr.18-8h za./ zo.0-24h;;;;;;A1;60;Zone;Tijdstipaanduiding;Starttijd;ma.t/m. vr.18-8h za./ zo.0-24h;;
A1(Zone);30;;maandag t / m vrijdag 09:00-19:00 uur zaterdag 12:00-19:00 uur;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;maandag t / m vrijdag 09:00-19:00 uur zaterdag 12:00-19:00 uur;;
A1;30;;matig uw snelheid;4m;;;;;A1;30;;Tijdstipaanduiding;Starttijd;matig uw snelheid;;
A1;50;;Matig Uw snelheid;;;;;;A1;50;;Tijdstipaanduiding;Starttijd;Matig Uw snelheid;;
A1(Zone);60;;matig uw snelheid;;;;;;A1;60;Zone;Tijdstipaanduiding;Starttijd;matig uw snelheid;;
A4;40;;matig uw snelheid;;;;;;A4;40;;Tijdstipaanduiding;Starttijd;matig uw snelheid;;
A4;60;;matig uw snelheid;;;;;;A4;60;;Tijdstipaanduiding;Starttijd;matig uw snelheid;;
A1(Zone);30;;matig uw snelheid i.v.m. trillingshinder;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;matig uw snelheid i.v.m. trillingshinder;;
A2(Zone);30;;MATIG UW SNELHEID SPAAR ONZE KINDEREN;;;;;;A2;30;Zone;Waarschuwing;Omschrijving;MATIG UW SNELHEID SPAAR ONZE KINDEREN;;
A3;;;matig uw snelheid spelende kinderen;;;;;;A3;;;Waarschuwing;Omschrijving;matig uw snelheid spelende kinderen;;
A1;15;;MATIG UW SNELHEID SPELENDE KINDEREN !;;;;;;A1;15;;Waarschuwing;Omschrijving;MATIG UW SNELHEID SPELENDE KINDEREN !;;
A1;15;;Matig uw snelheid!;;;;;;A1;15;;Tijdstipaanduiding;Starttijd;Matig uw snelheid!;;
A1;30;;Matig uw snelheid!! Fietsende kinderen;;;;;;A1;30;;Waarschuwing;Omschrijving;Matig uw snelheid!! Fietsende kinderen;;
A1;30;;max. 24 UUR aRT 4 LID 3 babw;;;;;;A1;30;;Tijdstipaanduiding;Starttijd;max. 24 UUR aRT 4 LID 3 babw;;
A1;30;;Max. 3;;;;;;A1;30;;Tijdstipaanduiding;Starttijd;Max. 3;;
A1(Zone);30;;Max. 3 uur parkeren;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;Max. 3 uur parkeren;;
A2(Zone);30;;Max. 3 uur parkeren;;;;;;A2;30;Zone;Parkeerinstructie;Omschrijving;Max. 3 uur parkeren;;
A1;15;;max. onleesbaar 15 km/ h;;;;;;A1;15;;Vrije tekst;Omschrijving;max. onleesbaar 15 km/ h;;
A1;15;;max. snelheid 15 km /u;;;;;;A1;15;;Vrije tekst;Omschrijving;max. snelheid 15 km /u;;
A1;15;;max. snelheid 15 km /u;;;;;;A1;15;;Vrije tekst;Omschrijving;max. snelheid 15 km /u;;
A1;15;;max. snelheid 15 km/h;;;;;;A1;15;;Vrije tekst;Omschrijving;max. snelheid 15 km/h;;
A1;15;;max.snelheld 15 km/h;;;;;;A1;15;;Vrije tekst;Omschrijving;max.snelheld 15 km/h;;
A1;15;;max.snellheid 15 km/h;;;;;;A1;15;;Vrije tekst;Omschrijving;max.snellheid 15 km/h;;
A1(Zone);30;;maximaal 2 uur stallen toegestaan;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;maximaal 2 uur stallen toegestaan;;
A1;15;;maximale parkeertijd 2 uur;;;;;;A1;15;;Parkeerinstructie;Omschrijving;maximale parkeertijd 2 uur;;
A1(Zone);30;;Meerbrug na 1700 m;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Meerbrug na 1700 m;;
A2(Zone);Unknown;;mei / sept vr 11 h t/m zo 23 h;;;;;;A2;Unknown;Zone;Tijdstipaanduiding;Starttijd;mei / sept vr 11 h t/m zo 23 h;;
A1;15;;Melden aan loket;;;;;;A1;15;;Vrije tekst;Omschrijving;Melden aan loket;;
A3;;;MELDEN BIJ AUTOLOKET;;;;;;A3;;;Vrije tekst;Omschrijving;MELDEN BIJ AUTOLOKET;;
A1;15;;MELDEN BIJ DE PORTIER;;;;;;A1;15;;Vrije tekst;Omschrijving;MELDEN BIJ DE PORTIER;;
A1;15;;Melden bij portier;;;;;;A1;15;;Vrije tekst;Omschrijving;Melden bij portier;;
A1;15;;MELDEN BIJ TERREIN- BEHEERDER;;;;;;A1;15;;Vrije tekst;Omschrijving;MELDEN BIJ TERREIN- BEHEERDER;;
A1;15;;melden op het kantoor;;;;;;A1;15;;Vrije tekst;Omschrijving;melden op het kantoor;;
A1(Zone);30;;Millieuverontreiniging?Neem contact op met 073-6812821;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Millieuverontreiniging?Neem contact op met 073-6812821;;
A1;15;;modder;;;;;;A1;15;;Vrije tekst;Omschrijving;modder;;
A1;30;;modder;;;;;;A1;30;;Vrije tekst;Omschrijving;modder;;
A1(Zone);30;;modder;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;modder;;
A1;60;;N 466;;;;;;A1;60;;Vrije tekst;Omschrijving;N 466;;
A1;60;;N 467;;;;;;A1;60;;Vrije tekst;Omschrijving;N 467;;
A1(Zone);60;;N 468;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;N 468;;
A2;50;;N 510;;;;;;A2;50;;Vrije tekst;Omschrijving;N 510;;
A1;60;;N 523;;;;;;A1;60;;Vrije tekst;Omschrijving;N 523;;
A1(Zone);60;;N 917;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;N 917;;
A1;60;;N 980;;;;;;A1;60;;Vrije tekst;Omschrijving;N 980;;
A3;;;N211 14.370 Li;;;;;;A3;;;Vrije tekst;Omschrijving;N211 14.370 Li;;
A3;;;N211 21.290 MB;;;;;;A3;;;Vrije tekst;Omschrijving;N211 21.290 MB;;
A3;;;N213 10.750 Re;;;;;;A3;;;Vrije tekst;Omschrijving;N213 10.750 Re;;
A1;60;;N446;;;;;;A1;60;;Vrije tekst;Omschrijving;N446;;
A1;60;;N488;;;;;;A1;60;;Vrije tekst;Omschrijving;N488;;
A1;60;;N512;;;;;;A1;60;;Vrije tekst;Omschrijving;N512;;
A1(Zone);30;;na 100 m;;;;;;A1;30;Zone;Na lengte;werkingslengte na;100;;
A1;50;;na 150 m;;;;;;A1;50;;Na lengte;werkingslengte na;150;;
A2(Zone);30;;na 150 m;;;;;;A2;30;Zone;Na lengte;werkingslengte na;150;;
A1;50;;na 200 m;;;;;;A1;50;;Na lengte;werkingslengte na;200;;
A1;50;;na 200m;;;;;;A1;50;;Na lengte;werkingslengte na;200;;
A1;50;;Na 200m;;;;;;A1;50;;Na lengte;werkingslengte na;200;;
A2(Zone);30;;na 30 m;;;;;;A2;30;Zone;Na lengte;werkingslengte na;30;;
A1;70;;na 300 m;;;;;;A1;70;;Na lengte;werkingslengte na;300;;
A2(Zone);60;;Na 300 meter onverharde weg;;;;;;A2;60;Zone;Na lengte;werkingslengte na;300;;
A1;30;;na 300m;;;;;;A1;30;;Na lengte;werkingslengte na;300;;
A1;70;;na 300m;;;;;;A1;70;;Na lengte;werkingslengte na;300;;
A1;30;;na 35 meter;;;;;;A1;30;;Na lengte;werkingslengte na;35;;
A1(Zone);30;;Na 350 m.;;;;;;A1;30;Zone;Na lengte;werkingslengte na;350;;
A1(Zone);60;;na 450 m;;;;;;A1;60;Zone;Na lengte;werkingslengte na;450;;
A1(Zone);60;;na 50 m Ekkelweg rechts;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;na 50 m Ekkelweg rechts;;
A1(Zone);30;;na 50m.;;;;;;A1;30;Zone;Na lengte;werkingslengte na;50;;
A1(Zone);60;;na 700 m einde verharding;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;na 700 m einde verharding;;
A1(Zone);60;;na 800 m einde verharding;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;na 800 m einde verharding;;
A1(Zone);30;;na 900 m einde verharding;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;na 900 m einde verharding;;
A4;40;;natuurgebied;;;;;;A4;40;;Vrije tekst;Omschrijving;natuurgebied;;
A1(Zone);30;;natuurlijk genieten;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;natuurlijk genieten;;
A1(Zone);60;;natuurlijk genieten;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;natuurlijk genieten;;
A3;;;navigatie uitzetten;;;;;;A3;;;Vrije tekst;Omschrijving;navigatie uitzetten;;
A3;;;Navigatie uitzetten;;;;;;A3;;;Vrije tekst;Omschrijving;Navigatie uitzetten;;
A1;15;;NIET PARKEREN DRAAIPLAATS BUS;;;;;;A1;15;;Parkeerinstructie;Omschrijving;NIET PARKEREN DRAAIPLAATS BUS;;
A1;15;;NIET PARKEREN VAN: onleesbaar;;;;;;A1;15;;Parkeerinstructie;Omschrijving;NIET PARKEREN VAN: onleesbaar;;
A1;50;;nieuw wegdek langere remweg;;;;;;A1;50;;Vrije tekst;Omschrijving;nieuw wegdek langere remweg;;
A1;50;;Nijenburg na 200 m;;;;;;A1;50;;Vrije tekst;Omschrijving;Nijenburg na 200 m;;
A1(Zone);30;;Notengaard;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Notengaard;;
A1(Zone);60;;Oant sjen;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;Oant sjen;;
A1(Zone);30;;obstakels;;;;;;A1;30;Zone;Waarschuwing;Omschrijving;obstakels;;
A1(Zone);30;;Obstakels in de berm;;;;;;A1;30;Zone;Waarschuwing;Omschrijving;Obstakels in de berm;;
A1(Zone);60;;obstakels in de berm;;;;;;A1;60;Zone;Waarschuwing;Omschrijving;obstakels in de berm;;
A1(Zone);60;;Obstakels in de berm;;;;;;A1;60;Zone;Waarschuwing;Omschrijving;Obstakels in de berm;;
A1(Zone);30;;OE is Ãâº;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;OE is Ãâº;;
A1(Zone);30;;OMC;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;OMC;;
A1(Zone);30;;OMLEIDING BUS Richting Utrecht CS Omleiding via de Weerdsingel DUUR OMLEIDING: week 18 t/m 33 op Dl t/m WO vanaf 22:00 t/m 05:30;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;OMLEIDING BUS Richting Utrecht CS Omleiding via de Weerdsingel DUUR OMLEIDING: week 18 t/m 33 op Dl t/m WO vanaf 22:00 t/m 05:30;;
A1;100;;onleesbaar;;;;;;A1;100;;Vrije tekst;Omschrijving;onleesbaar;;
A1;15;;onleesbaar;;;;;;A1;15;;Vrije tekst;Omschrijving;onleesbaar;;
A1;15;;Onleesbaar;;;;;;A1;15;;Vrije tekst;Omschrijving;Onleesbaar;;
A1;15;;onleesbaar;;;;;;A1;15;;Vrije tekst;Omschrijving;onleesbaar;;
A1;15;;onleesbaar;;;;;;A1;15;;Vrije tekst;Omschrijving;onleesbaar;;
A1;15;;onleesbaar;;;;;;A1;15;;Vrije tekst;Omschrijving;onleesbaar;;
A1;30;;onleesbaar;;;;;;A1;30;;Vrije tekst;Omschrijving;onleesbaar;;
A1;30;;onleesbaar;;;;;;A1;30;;Vrije tekst;Omschrijving;onleesbaar;;
A1;50;;onleesbaar;;;;;;A1;50;;Vrije tekst;Omschrijving;onleesbaar;;
A1;50;;onleesbaar;;;;;;A1;50;;Vrije tekst;Omschrijving;onleesbaar;;
A1;60;;onleesbaar;;;;;;A1;60;;Vrije tekst;Omschrijving;onleesbaar;;
A1;70;;onleesbaar;;;;;;A1;70;;Vrije tekst;Omschrijving;onleesbaar;;
A1;80;;onleesbaar;;;;;;A1;80;;Vrije tekst;Omschrijving;onleesbaar;;
A1(Zone);30;;onleesbaar;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;onleesbaar;;
A1(Zone);30;;ONLEESBAAR;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;ONLEESBAAR;;
A1(Zone);60;;onleesbaar;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;onleesbaar;;
A1(Zone);60;;ONLEESBAAR;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;ONLEESBAAR;;
A2(Zone);30;;onleesbaar;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;onleesbaar;;
A2(Zone);60;;onleesbaar;;;;;;A2;60;Zone;Vrije tekst;Omschrijving;onleesbaar;;
A3;;;onleesbaar;;;;;;A3;;;Vrije tekst;Omschrijving;onleesbaar;;
A4;30;;onleesbaar;;;;;;A4;30;;Vrije tekst;Omschrijving;onleesbaar;;
A1(Zone);30;;onleesbaar mooiste plaats van onleesbaar;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;onleesbaar mooiste plaats van onleesbaar;;
A1(Zone);60;;onleesbaar Neem contact op met 073-6812821;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;onleesbaar Neem contact op met 073-6812821;;
A1(Zone);30;;onleesbaar van Holland;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;onleesbaar van Holland;;
A1;70;;onleesbaar voegende onleesbaar;;;;;;A1;70;;Vrije tekst;Omschrijving;onleesbaar voegende onleesbaar;;
A1;50;;onleesbaar WEG Min. van Defensie;;;;;;A1;50;;Vrije tekst;Omschrijving;onleesbaar WEG Min. van Defensie;;
A3;;;onlessbaar;;;;;;A3;;;Vrije tekst;Omschrijving;onlessbaar;;
A1(Zone);60;;onsteek uw lichten;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;onsteek uw lichten;;
A1;60;;ontsteek uw lichten;;;;;;A1;60;;Vrije tekst;Omschrijving;ontsteek uw lichten;;
A1(Zone);60;;Onverharde weg;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;Onverharde weg;;
A1(Zone);30;;OOK DAGKAART GELDIG;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;OOK DAGKAART GELDIG;;
A1;15;;Op de terrein gelden de regels conform de wegenverkeerswetgeving;;;;;;A1;15;;Vrije tekst;Omschrijving;Op de terrein gelden de regels conform de wegenverkeerswetgeving;;
A1;15;;Op dit terrein gelden de algemene onleesbaar Cameratoezicht;;;;;;A1;15;;Vrije tekst;Omschrijving;Op dit terrein gelden de algemene onleesbaar Cameratoezicht;;
A1;15;;Op dit terrein gelden de regels conform de wegenverkeers- wetgeving;;;;;;A1;15;;Vrije tekst;Omschrijving;Op dit terrein gelden de regels conform de wegenverkeers- wetgeving;;
A1;15;;Op dit terrein gelden de regels van de wegenverkeerswet;;;;;;A1;15;;Vrije tekst;Omschrijving;Op dit terrein gelden de regels van de wegenverkeerswet;;
A1;30;;Op dit terrein gelden ook de regels van het verkeersreglement;;;;;;A1;30;;Vrije tekst;Omschrijving;Op dit terrein gelden ook de regels van het verkeersreglement;;
A1;15;;op dit terrein geven wij voetgangers voorrang;;;;;;A1;15;;Waarschuwing;Omschrijving;op dit terrein geven wij voetgangers voorrang;;
A1;15;;Op dit terrein hebben voetgangers en fietsers voorrang;;;;;;A1;15;;Waarschuwing;Omschrijving;Op dit terrein hebben voetgangers en fietsers voorrang;;
A1;15;;OP DIT TERREIN HEBBEN VOETGANGERS EN FIETSERS VOORRANG;;;;;;A1;15;;Waarschuwing;Omschrijving;OP DIT TERREIN HEBBEN VOETGANGERS EN FIETSERS VOORRANG;;
A1;15;;Op dit terrein is de wegenverkeerswet een rokverbod en een huishoudelijk reglement van toepassing !;;;;;;A1;15;;Vrije tekst;Omschrijving;Op dit terrein is de wegenverkeerswet een rokverbod en een huishoudelijk reglement van toepassing !;;
A1;15;;Op dit terrein is de wegenverkeerswet van toepassing;;;;;;A1;15;;Vrije tekst;Omschrijving;Op dit terrein is de wegenverkeerswet van toepassing;;
A1;30;;op dit terrein is het Reglement Verkeersregel Verkeerstekens van toepassing;;;;;;A1;30;;Vrije tekst;Omschrijving;op dit terrein is het Reglement Verkeersregel Verkeerstekens van toepassing;;
A1;30;;Op dit terrein is het wegen en onleesbaar;;;;;;A1;30;;Vrije tekst;Omschrijving;Op dit terrein is het wegen en onleesbaar;;
A1;30;;Op dit terrein mag maximaal 30 km per uur worden gereden;;;;;;A1;30;;Vrije tekst;Omschrijving;Op dit terrein mag maximaal 30 km per uur worden gereden;;
A4;30;;OP DIT TERREIN ZIJN DE BEPALINGEN VAN HET REGELEMENT VERKEERSREGELS EN VERKEERSTEKENS VAN TOEPASSING;;;;;;A4;30;;Vrije tekst;Omschrijving;OP DIT TERREIN ZIJN DE BEPALINGEN VAN HET REGELEMENT VERKEERSREGELS EN VERKEERSTEKENS VAN TOEPASSING;;
A1;30;;Op dit terrein zijn de regels van de verkeerswetgeving van toepassing!;;;;;;A1;30;;Vrije tekst;Omschrijving;Op dit terrein zijn de regels van de verkeerswetgeving van toepassing!;;
A1(Zone);30;;op dit terrein zijn de regels van de wegenverkeerswet van toepassing;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;op dit terrein zijn de regels van de wegenverkeerswet van toepassing;;
A1;15;;op dit terrein zijn de wettelijke verkeers regels van toepassing;;;;;;A1;15;;Vrije tekst;Omschrijving;op dit terrein zijn de wettelijke verkeers regels van toepassing;;
A1;15;;Op gehele terrein;;;;;;A1;15;;Vrije tekst;Omschrijving;Op gehele terrein;;
A1;15;;Op gehele terrein is het algemene verkeersreglement van toepassing;;;;;;A1;15;;Vrije tekst;Omschrijving;Op gehele terrein is het algemene verkeersreglement van toepassing;;
A1;20;;op ons terrein voorrang verlenen aan: voetgangers rolstoelers fietsers;;;;;;A1;20;;Waarschuwing;Omschrijving;op ons terrein voorrang verlenen aan: voetgangers rolstoelers fietsers;;
A1;50;;op rijbaan;;;;;;A1;50;;Vrije tekst;Omschrijving;op rijbaan;;
A1(Zone);30;;op rijbaan;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;op rijbaan;;
A1(Zone);30;;Openingstijden hek ma - vrij 6 - 20 h zaterdag 8 - 17 h;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Openingstijden hek ma - vrij 6 - 20 h zaterdag 8 - 17 h;;
A1;15;;Openingstijden ma. t/m vr. 07.00 uur - 18.00 uur za 08.30 uur - 12.30 uur;;;;;;A1;15;;Vrije tekst;Omschrijving;Openingstijden ma. t/m vr. 07.00 uur - 18.00 uur za 08.30 uur - 12.30 uur;;
A1;15;;Openingstijden ma. t/m vr. 7.00 uur - 18.00 uur za 08.30 uur -12.30 uur;;;;;;A1;15;;Vrije tekst;Omschrijving;Openingstijden ma. t/m vr. 7.00 uur - 18.00 uur za 08.30 uur -12.30 uur;;
A1;15;;Openingstijden werf 7:30-12:00 u 12:45 - 16:15 u leveranciers en bezoekers altijd melden bij werfbeheerder;;;;;;A1;15;;Vrije tekst;Omschrijving;Openingstijden werf 7:30-12:00 u 12:45 - 16:15 u leveranciers en bezoekers altijd melden bij werfbeheerder;;
A1;15;;OPENINGSTIJDEN: -ma. t/m vr. 5.5-19.10 uur -za 7.00-16.00 uur -zon en foestdagen gesloten onleesbaar;;;;;;A1;15;;Vrije tekst;Omschrijving;OPENINGSTIJDEN: -ma. t/m vr. 5.5-19.10 uur -za 7.00-16.00 uur -zon en foestdagen gesloten onleesbaar;;
A2(Zone);30;;oprijden tot de stopstreep;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;oprijden tot de stopstreep;;
A2(Zone);30;;oprijden tot stopstreep;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;oprijden tot stopstreep;;
A3;;;oprijden tot stopstreep;;;;;;A3;;;Vrije tekst;Omschrijving;oprijden tot stopstreep;;
A1;30;;OPSTAKELS;;;;;;A1;30;;Waarschuwing;Omschrijving;OPSTAKELS;;
A3;;;opstelstrook bij geopende brug;;;;;;A3;;;Vrije tekst;Omschrijving;opstelstrook bij geopende brug;;
A4;30;;Oversteek langzaam verkeer;;;;;;A4;30;;Waarschuwing;Omschrijving;Oversteek langzaam verkeer;;
A1;15;;Overstekende kinderen;;;;;;A1;15;;Waarschuwing;Omschrijving;Overstekende kinderen;;
A4;30;;overstekende voetgangers;;;;;;A4;30;;Waarschuwing;Omschrijving;overstekende voetgangers;;
A4;30;;overweg;;;;;;A4;30;;Waarschuwing;Omschrijving;overweg;;
A1(Zone);30;;P alleen voor bewoners;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;P alleen voor bewoners;;
A2(Zone);30;;P Medisch Centrum;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;P Medisch Centrum;;
A1(Zone);60;;P. de Kome Transportbanden;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;P. de Kome Transportbanden;;
A1;50;;Palo Alto;;;;;;A1;50;;Vrije tekst;Omschrijving;Palo Alto;;
A1;50;;Palo Alto;;;;;;A1;50;;Vrije tekst;Omschrijving;Palo Alto;;
A1;15;;Parc reglement van toepassing;;;;;;A1;15;;Vrije tekst;Omschrijving;Parc reglement van toepassing;;
A1(Zone);30;;Parelgras 1 t/m 23 Doddegras 1 t/m 41 2 t/m 36 Pampagras 10 t/m 26;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Parelgras 1 t/m 23 Doddegras 1 t/m 41 2 t/m 36 Pampagras 10 t/m 26;;
A1(Zone);30;;Parelgras 1 t/m 23 Doddergras 1 t/m 41 2 t/m 36 Pampagras 10 t/m 26;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Parelgras 1 t/m 23 Doddergras 1 t/m 41 2 t/m 36 Pampagras 10 t/m 26;;
A1;15;;Park MeerewijckPrive terrein uitsluitend toegankelijk voor bewoners en onleesbaar bezoek;;;;;;A1;15;;Parkeerinstructie;Omschrijving;Park MeerewijckPrive terrein uitsluitend toegankelijk voor bewoners en onleesbaar bezoek;;
A2(Zone);30;;parkeerstrook op dinsdag vrijhouden i.v.m aanbiedplaatsen huisvullcontainers;;;;;;A2;30;Zone;Parkeerinstructie;Omschrijving;parkeerstrook op dinsdag vrijhouden i.v.m aanbiedplaatsen huisvullcontainers;;
A1;15;;parken op eigen risico tevens is het wegen verkeersreglement van toepassing;;;;;;A1;15;;Parkeerinstructie;Omschrijving;parken op eigen risico tevens is het wegen verkeersreglement van toepassing;;
A1;15;;Parkere e onleesbaar;;;;;;A1;15;;Parkeerinstructie;Omschrijving;Parkere e onleesbaar;;
A1(Zone);30;;Parkeren 100 m;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;Parkeren 100 m;;
A1;15;;parkeren alleen in de vakken;;;;;;A1;15;;Parkeerinstructie;Omschrijving;parkeren alleen in de vakken;;
